id,Geographic Area Name,Estimate!!SEX AND AGE!!Total population,Estimate!!SEX AND AGE!!Total population!!Male,Estimate!!SEX AND AGE!!Total population!!Female,Estimate!!SEX AND AGE!!Under 5 years,Estimate!!SEX AND AGE!!5 to 9 years,Estimate!!SEX AND AGE!!10 to 14 years,Estimate!!SEX AND AGE!!15 to 19 years,Estimate!!SEX AND AGE!!20 to 24 years,Estimate!!SEX AND AGE!!25 to 34 years,Estimate!!SEX AND AGE!!35 to 44 years,Estimate!!SEX AND AGE!!45 to 54 years,Estimate!!SEX AND AGE!!55 to 59 years,Estimate!!SEX AND AGE!!60 to 64 years,Estimate!!SEX AND AGE!!65 to 74 years,Estimate!!SEX AND AGE!!75 to 84 years,Estimate!!SEX AND AGE!!85 years and over,Estimate!!SEX AND AGE!!Median age (years),Estimate!!SEX AND AGE!!18 years and over,Estimate!!SEX AND AGE!!21 years and over,Estimate!!SEX AND AGE!!62 years and over,Estimate!!SEX AND AGE!!65 years and over,Estimate!!SEX AND AGE!!18 years and over,Estimate!!SEX AND AGE!!18 years and over!!Male,Estimate!!SEX AND AGE!!18 years and over!!Female,Estimate!!SEX AND AGE!!65 years and over,Estimate!!SEX AND AGE!!65 years and over!!Male,Estimate!!SEX AND AGE!!65 years and over!!Female
0500000US12087,"Monroe County, Florida",79077,41660,37417,3993,2830,3156,3940,5179,8733,9623,11659,6664,6091,10946,4397,1866,46.3,67239,64030,20774,17209,67239,35425,31814,17209,9268,7941
0500000US12089,"Nassau County, Florida",80622,38905,41717,3803,4273,4899,4575,3358,9223,9867,10537,5830,6929,11091,4084,2153,45.2,64742,62319,22220,17328,64742,30619,34123,17328,8242,9086
0500000US12091,"Okaloosa County, Florida",201170,102605,98565,13561,11365,12468,11561,14916,31025,23155,25009,14179,12364,17897,10621,3049,37.2,156859,149403,38784,31567,156859,79542,77317,31567,14079,17488
0500000US12095,"Orange County, Florida",1314367,646317,668050,82700,80431,82447,87916,105781,220809,184048,176506,79107,67183,88981,41494,16964,34.9,1018566,957072,187357,147439,1018566,495145,523421,147439,64252,83187
0500000US12097,"Osceola County, Florida",336015,163661,172354,23236,21621,23179,24977,22122,50249,45672,44251,21276,15546,26854,12141,4891,35.6,253015,239623,53919,43886,253015,123150,129865,43886,19658,24228
0500000US12099,"Palm Beach County, Florida",1443810,698414,745396,74578,77010,78260,81177,78655,172561,164543,192388,99164,89123,165424,111380,59547,44.7,1164085,1117813,386455,336351,1164085,555328,608757,336351,147580,188771
0500000US12101,"Pasco County, Florida",512368,249613,262755,26655,27916,30582,29445,25338,55456,61890,69941,35035,33168,65664,38471,12807,44.8,408478,391052,138508,116942,408478,196584,211894,116942,53717,63225
0500000US12103,"Pinellas County, Florida",960730,460325,500405,43321,41683,46504,45424,48237,114255,104393,135903,74532,77415,123593,70173,35297,48,800553,775189,276258,229063,800553,379030,421523,229063,101278,127785
0500000US12105,"Polk County, Florida",666149,325981,340168,39000,44005,40648,41893,39520,85549,77580,82087,42045,40336,76851,42651,13984,40.2,516653,492016,157170,133486,516653,249810,266843,133486,61258,72228
0500000US12107,"Putnam County, Florida",72277,36698,35579,3488,4433,4857,3995,4452,7238,7442,9326,5695,5537,8882,5137,1795,45.3,56655,54496,19914,15814,56655,27625,29030,15814,7479,8335
0500000US12109,"St. Johns County, Florida",235087,115221,119866,11314,12862,17940,14969,11816,24369,29795,34279,17009,16499,27683,11448,5104,43,182854,175140,53425,44235,182854,87537,95317,44235,20541,23694
0500000US12111,"St. Lucie County, Florida",306507,148782,157725,15667,17479,17653,18314,18562,30381,34419,39217,22706,19909,38893,22560,10747,45.2,244455,233761,83611,72200,244455,117089,127366,72200,33597,38603
0500000US12113,"Santa Rosa County, Florida",170497,86775,83722,10153,9584,11520,10833,8445,23313,21774,25982,13407,9679,16101,7315,2391,40.3,132551,127346,32007,25807,132551,67911,64640,25807,12217,13590
0500000US12115,"Sarasota County, Florida",412569,197570,214999,13827,16052,19369,18715,16103,33613,35699,49148,30933,33387,75671,46808,23244,55.5,352685,340474,167384,145723,352685,165813,186872,145723,66424,79299
0500000US12117,"Seminole County, Florida",455479,219626,235853,23837,28798,25550,28683,28109,65714,61062,65138,29639,29804,40676,20182,8287,39.2,358762,342393,86054,69145,358762,170306,188456,69145,29750,39395
0500000US12119,"Sumter County, Florida",123996,61477,62519,2066,1614,3318,3882,4388,6136,7233,7370,9287,8879,43075,22328,4420,67.3,115231,112273,75955,69823,115231,57316,57915,69823,33767,36056
0500000US12127,"Volusia County, Florida",529364,258972,270392,24319,27441,24260,29974,31334,60095,55345,68553,41343,39749,71136,40502,15313,46.8,435026,415632,149437,126951,435026,209854,225172,126951,57695,69256
0500000US12131,"Walton County, Florida",65889,34195,31694,3098,1949,5060,4121,3849,7119,7827,9144,5600,5151,8437,3064,1470,44.9,52961,50924,15375,12971,52961,27030,25931,12971,6308,6663
0500000US13013,"Barrow County, Georgia",77126,37956,39170,4864,6263,6155,5046,4199,11421,11339,10327,4987,3626,5956,2260,683,35.5,56601,54313,10886,8899,56601,27392,29209,8899,4081,4818
0500000US13015,"Bartow County, Georgia",103807,51468,52339,6797,8435,6840,6006,5947,14162,14433,14470,7396,5598,8683,3969,1071,37.2,77955,74542,16538,13723,77955,37563,40392,13723,6298,7425
0500000US13021,"Bibb County, Georgia",152760,71693,81067,10852,10394,10567,10952,10934,21062,17294,18799,9426,10010,13272,6303,2895,36.1,114601,106792,28659,22470,114601,52077,62524,22470,8960,13510
0500000US13031,"Bulloch County, Georgia",74722,37678,37044,4365,3701,4290,11101,10159,9771,8360,7561,3920,3253,4825,2612,804,28.4,60078,48673,9954,8241,60078,29622,30456,8241,3854,4387
0500000US13045,"Carroll County, Georgia",116261,57902,58359,6861,6718,8903,10904,10277,15114,14676,13954,6572,7173,9495,4039,1575,34.1,88252,80878,19347,15109,88252,42779,45473,15109,6650,8459
0500000US13047,"Catoosa County, Georgia",66398,32948,33450,4049,3622,4624,3824,3910,8373,9023,9050,4401,4147,6995,3628,752,40,51213,50102,13925,11375,51213,24052,27161,11375,4843,6532
0500000US13051,"Chatham County, Georgia",289082,139200,149882,19084,18592,16223,19381,22676,47222,35780,34109,18894,15317,25015,11386,5403,35.3,225667,211990,50701,41804,225667,106795,118872,41804,17949,23855
0500000US13057,"Cherokee County, Georgia",241689,119033,122656,14593,16998,18639,16323,13379,28045,35241,37766,15176,14185,20723,7915,2706,38.7,180535,173290,39764,31344,180535,86530,94005,31344,13383,17961
0500000US13059,"Clarke County, Georgia",124707,60024,64683,7910,5940,5217,12985,24114,21363,12079,11665,5468,5524,7668,3770,1004,27.5,103416,86712,15631,12442,103416,47904,55512,12442,5000,7442
0500000US13063,"Clayton County, Georgia",279462,128772,150690,22579,22591,21554,20118,19927,42679,37739,37100,15200,14864,17330,5872,1909,32.7,200429,188147,33251,25111,200429,91348,109081,25111,10624,14487
0500000US13067,"Cobb County, Georgia",748150,361331,386819,48078,51805,50196,51026,48739,107531,107228,108559,49712,39626,54451,22757,8442,36.5,566642,537365,110764,85650,566642,269896,296746,85650,37223,48427
0500000US13073,"Columbia County, Georgia",147450,71884,75566,9634,11095,10361,10341,9188,20134,21239,19512,7360,9987,11354,4908,2337,36.2,109212,103494,24459,18599,109212,52667,56545,18599,8508,10091
0500000US13077,"Coweta County, Georgia",140526,68236,72290,8848,9167,11451,9504,8078,17528,18875,21240,9841,8305,11019,5448,1222,39,105096,99708,22062,17689,105096,50033,55063,17689,7699,9990
0500000US13089,"DeKalb County, Georgia",740321,350328,389993,53628,49994,45460,42217,49216,124232,106730,99856,46189,40510,52192,21779,8318,35.4,564723,537598,106164,82289,564723,261579,303144,82289,33555,48734
0500000US13095,"Dougherty County, Georgia",90017,40903,49114,6022,4742,7809,6246,7949,12009,11267,9482,5758,5799,7569,3986,1379,35.2,67559,63480,16676,12934,67559,29922,37637,12934,5290,7644
0500000US13097,"Douglas County, Georgia",142224,68772,73452,8699,11032,10783,9989,10005,18274,18946,22215,8370,7987,11296,3917,711,36,105036,98993,20412,15924,105036,49281,55755,15924,7128,8796
0500000US13113,"Fayette County, Georgia",111627,53888,57739,4913,6527,8929,9031,5886,10437,12845,17292,9659,6750,12216,4904,2238,43.3,85604,80548,22387,19358,85604,40612,44992,19358,8678,10680
0500000US13115,"Floyd County, Georgia",96560,47010,49550,5280,5082,7410,7815,7191,11725,12303,12276,6921,5000,9056,5042,1459,38.7,74125,69868,18304,15557,74125,35206,38919,15557,6794,8763
0500000US13117,"Forsyth County, Georgia",221009,109708,111301,13565,17054,20185,16050,11356,20465,35920,36991,12925,9840,16690,7410,2558,38.7,158991,151469,32071,26658,158991,77761,81230,26658,11902,14756
0500000US13121,"Fulton County, Georgia",1023336,495020,528316,63312,64360,64481,69053,74393,168838,148098,144027,64603,48858,69420,30855,13038,35.4,791710,747514,139497,113313,791710,377883,413827,113313,47210,66103
0500000US13127,"Glynn County, Georgia",84502,39690,44812,4917,6402,4988,5223,4788,10792,8506,12043,6877,4742,9248,4438,1538,41,65060,61680,18361,15224,65060,29857,35203,15224,6636,8588
0500000US13135,"Gwinnett County, Georgia",907135,443379,463756,61078,66573,76760,67898,59745,119222,134241,136033,57091,43791,54636,22708,7359,35.2,657829,623154,107504,84703,657829,316597,341232,84703,36838,47865
0500000US13139,"Hall County, Georgia",196637,97493,99144,13247,14260,14775,14085,12873,24652,25742,27059,10810,10995,17166,8902,2071,36.5,145552,138093,34385,28139,145552,71335,74217,28139,12443,15696
0500000US13151,"Henry County, Georgia",221768,106026,115742,12561,15854,18233,17750,13773,28378,30511,34709,13882,12171,15691,6275,1980,36.5,163293,155266,30329,23946,163293,75678,87615,23946,10581,13365
0500000US13153,"Houston County, Georgia",152122,74525,77597,10332,11634,10670,10039,8671,23106,20657,19871,9272,8648,11192,5823,2207,35.4,112967,106430,22860,19222,112967,54359,58608,19222,8527,10695
0500000US13179,"Liberty County, Georgia",62570,32287,30283,6133,3872,5351,3876,7981,11165,7265,6019,2711,2927,3329,1519,422,27.2,44983,42244,6455,5270,44983,23105,21878,5270,2218,3052
0500000US13185,"Lowndes County, Georgia",114628,56100,58528,7922,8358,6768,8030,16084,17617,12975,12053,6140,5161,8064,3532,1924,30.5,87201,81207,16296,13520,87201,41974,45227,13520,5818,7702
0500000US13215,"Muscogee County, Georgia",197485,96919,100566,14638,13010,13621,14364,13981,32339,24685,22770,12490,10470,14360,7639,3118,33.7,148868,138901,31096,25117,148868,72264,76604,25117,10088,15029
0500000US13217,"Newton County, Georgia",106999,49949,57050,7378,8201,7984,9289,6986,11546,14411,15156,7381,5379,8292,2868,2128,36,78470,73034,16267,13288,78470,36528,41942,13288,5766,7522
0500000US13223,"Paulding County, Georgia",155825,75737,80088,9998,11083,13432,11541,11221,17815,23577,24637,8474,7192,11047,4794,1014,36.4,113791,107228,21303,16855,113791,54234,59557,16855,7467,9388
0500000US13245,"Richmond County, Georgia",201647,97382,104265,13800,14352,11328,13761,16817,33335,22988,23068,12162,13154,16287,7926,2669,34,154772,144630,34387,26882,154772,73641,81131,26882,10926,15956
0500000US13247,"Rockdale County, Georgia",89355,42098,47257,4988,6723,6223,7129,5509,9419,11906,13617,4877,6747,8211,2855,1151,38.4,66787,63814,15763,12217,66787,30704,36083,12217,5490,6727
0500000US13285,"Troup County, Georgia",70005,34260,35745,4597,4937,5112,4701,5243,9166,8510,9167,5164,3568,6237,2615,988,36.4,52480,49596,12062,9840,52480,24656,27824,9840,4163,5677
0500000US13295,"Walker County, Georgia",67896,34263,33633,4322,4124,4107,4681,2996,8225,8722,9550,5082,4210,7052,3595,1230,41.4,52588,49945,14089,11877,52588,25828,26760,11877,5194,6683
0500000US13297,"Walton County, Georgia",90184,44482,45702,5315,6339,6339,7838,6349,9568,11597,12601,6183,4612,8525,4029,889,38.3,67408,63400,16197,13443,67408,32548,34860,13443,5844,7599
0500000US13313,"Whitfield County, Georgia",104589,52233,52356,6760,8230,8101,8294,7511,13316,13415,13586,5874,5450,8432,3585,2035,35.1,76302,70755,17116,14052,76302,37678,38624,14052,6252,7800
0500000US15001,"Hawaii County, Hawaii",198449,98955,99494,12050,13072,10901,10440,12152,23298,23497,23725,13943,17412,23884,9077,4998,42.6,155670,150039,47914,37959,155670,76986,78684,37959,18579,19380
0500000US15003,"Honolulu County, Hawaii",992605,501898,490707,64210,56752,58616,53913,75048,153870,124187,122354,60453,58551,89500,47009,28142,37.5,780656,743710,200490,164651,780656,391945,388711,164651,72345,92306
0500000US15007,"Kauai County, Hawaii",72029,35051,36978,4538,5500,4065,3905,3593,7708,9621,9039,5065,5481,8424,3515,1575,42.3,55839,53588,16937,13514,55839,27563,28276,13514,6411,7103
0500000US15009,"Maui County, Hawaii",165379,82112,83267,9924,10979,9917,9793,8246,20957,22034,22507,12381,11245,17095,6587,3714,41.1,128532,122845,34324,27396,128532,62998,65534,27396,12703,14693
0500000US16001,"Ada County, Idaho",444028,222150,221878,26652,32173,30692,29394,27344,63825,60001,59579,26785,26253,38159,16600,6571,36.6,335696,317563,75728,61330,335696,166869,168827,61330,27976,33354
0500000US16005,"Bannock County, Idaho",84377,41577,42800,6290,6012,6250,6587,5946,11944,10917,8802,4493,5811,7087,2706,1532,34,61867,58108,15254,11325,61867,30448,31419,11325,5331,5994
0500000US16019,"Bonneville County, Idaho",112232,56459,55773,9307,10456,9579,8187,6540,15911,13702,11695,5177,6666,8943,3863,2206,33,77453,73145,19002,15012,77453,38219,39234,15012,7003,8009
0500000US16027,"Canyon County, Idaho",211698,104116,107582,16518,18458,16800,16642,13973,28186,26304,24114,12078,10486,17248,8034,2857,32.7,149482,140197,34757,28139,149482,72933,76549,28139,12978,15161
0500000US16055,"Kootenai County, Idaho",154311,76312,77999,9551,10359,9390,9530,9692,19496,18644,18689,10023,11237,16823,7949,2928,39.6,118910,112829,35985,27700,118910,57711,61199,27700,12796,14904
0500000US16083,"Twin Falls County, Idaho",83514,40607,42907,6363,6884,6385,5096,5827,11536,10201,9474,5554,3650,6821,3854,1869,34.7,60323,57886,14279,12544,60323,29139,31184,12544,5761,6783
0500000US17001,"Adams County, Illinois",66578,32707,33871,3902,4186,4455,3852,3716,7915,7818,8621,5380,3845,6868,3946,2074,42.1,51518,48974,14628,12888,51518,24801,26717,12888,5530,7358
0500000US17019,"Champaign County, Illinois",208419,103293,105126,11535,11687,9810,21265,33757,31316,22269,20234,10580,11428,13384,6745,4409,29.9,169245,146759,31086,24538,169245,84088,85157,24538,10892,13646
0500000US17031,"Cook County, Illinois",5203499,2526484,2677015,327051,319482,321365,318023,352707,847524,703176,670295,330689,307202,403538,206727,95720,36.5,4041780,3854920,877052,705985,4041780,1936355,2105425,705985,296243,409742
0500000US17037,"DeKalb County, Illinois",104528,52811,51717,5585,6275,6965,10085,14819,13871,12157,11197,7104,4448,6795,3357,1870,30.9,81698,71384,14782,12022,81698,40500,41198,12022,5395,6627
0500000US17043,"DuPage County, Illinois",929368,455769,473599,54531,62171,58231,61643,59862,117476,118953,133572,69279,60153,79045,35758,18694,39,715565,682805,167280,133497,715565,346925,368640,133497,58360,75137
0500000US17089,"Kane County, Illinois",531715,265152,266563,34311,36417,43350,39330,34129,63224,72696,76637,31741,32787,40385,18039,8669,37.2,391896,369614,87642,67093,391896,192843,199053,67093,29909,37184
0500000US17091,"Kankakee County, Illinois",110008,53865,56143,6475,7185,7811,7826,8332,12822,12722,15015,8806,5856,9681,5076,2401,38.2,84094,78354,20303,17158,84094,40500,43594,17158,7529,9629
0500000US17093,"Kendall County, Illinois",124695,61405,63290,8524,8798,12115,9699,7007,15668,20368,18092,6533,5088,7467,4138,1198,35.2,88851,83896,15454,12803,88851,42475,46376,12803,5096,7707
0500000US17097,"Lake County, Illinois",703047,351612,351435,41015,47266,52581,55598,51122,76763,88932,103722,50824,43231,55042,24800,12151,38.5,528854,495942,115332,91993,528854,262454,266400,91993,41358,50635
0500000US17099,"LaSalle County, Illinois",110642,55778,54864,5827,7038,6129,7488,6737,13334,12321,15084,8030,8475,10881,6113,3185,42.6,87053,82304,24817,20179,87053,43983,43070,20179,8955,11224
0500000US17111,"McHenry County, Illinois",307004,152689,154315,16714,20135,23245,21883,18973,33230,39115,50020,23253,20710,25270,8948,5508,39.7,232717,221647,52159,39726,232717,114663,118054,39726,18188,21538
0500000US17113,"McLean County, Illinois",172418,84537,87881,9621,11267,9778,15260,20677,23555,20660,20910,9852,10060,11763,6040,2975,32.9,134850,120874,26504,20778,134850,65048,69802,20778,9177,11601
0500000US17115,"Macon County, Illinois",106550,51064,55486,6525,6650,6428,7505,6601,12046,11501,13682,7942,7594,11353,5792,2931,41.6,82926,78505,24324,20076,82926,39162,43764,20076,8699,11377
0500000US17119,"Madison County, Illinois",265759,128886,136873,15184,15935,16591,17151,14962,36189,32369,36367,18614,19017,24030,12118,7232,40.4,207512,196898,54845,43380,207512,98791,108721,43380,18344,25036
0500000US17143,"Peoria County, Illinois",185006,89857,95149,13017,13047,11262,12417,11663,24513,24041,21967,11823,12214,17256,8203,3583,37.3,140584,132389,35832,29042,140584,67210,73374,29042,12642,16400
0500000US17161,"Rock Island County, Illinois",144784,70339,74445,9097,9003,9365,8691,8604,19563,17353,16705,10180,9668,14248,8570,3737,39,112575,106873,32291,26555,112575,54691,57884,26555,11580,14975
0500000US17163,"St. Clair County, Illinois",262759,126820,135939,16800,17984,17183,15895,16909,34867,32710,35843,19080,16966,21942,10525,6055,38.7,200290,191372,48453,38522,200290,94774,105516,38522,16436,22086
0500000US17167,"Sangamon County, Illinois",197499,95069,102430,11261,13618,11999,12515,12245,24302,24821,26185,14883,12755,19171,8917,4827,40,152724,146074,40456,32915,152724,71923,80801,32915,13896,19019
0500000US17179,"Tazewell County, Illinois",134385,66304,68081,7648,8894,8305,8260,6724,16661,17430,17523,9749,9039,13365,6469,4318,41.2,104078,100395,29144,24152,104078,50852,53226,24152,10596,13556
0500000US17183,"Vermilion County, Illinois",78111,39079,39032,5125,5008,5235,5087,4825,9181,9012,9765,5899,4594,8041,4437,1902,40.5,59486,56524,17332,14380,59486,29437,30049,14380,6524,7856
0500000US17197,"Will County, Illinois",689529,342171,347358,40824,47544,54711,52877,46021,78927,95608,106036,45861,37752,51293,23905,8170,37.9,512171,483230,106207,83368,512171,251610,260561,83368,36932,46436
0500000US17199,"Williamson County, Illinois",67560,34537,33023,4512,2887,4873,3867,3906,8823,8772,8426,4336,4866,7263,3486,1543,41.3,52473,50434,15337,12292,52473,26366,26107,12292,5379,6913
0500000US17201,"Winnebago County, Illinois",285873,139747,146126,17528,18683,18868,18526,17533,35354,34556,38259,18741,20349,27727,13787,5962,39.8,218708,208511,58851,47476,218708,104923,113785,47476,20868,26608
0500000US18003,"Allen County, Indiana",370404,180930,189474,26366,26549,27047,25545,25036,50488,45503,46734,22730,23583,30059,14008,6756,35.8,274040,259873,63922,50823,274040,131873,142167,50823,22187,28636
0500000US18005,"Bartholomew County, Indiana",81402,41383,40019,5619,5902,4947,4903,5576,11285,10091,10340,5357,4856,7234,3831,1461,37.5,61921,59051,15513,12526,61921,30706,31215,12526,5459,7067
0500000US18019,"Clark County, Indiana",116031,56178,59853,7088,8127,7153,6736,7216,16291,15221,15522,7052,8308,10728,4403,2186,38.7,89295,85228,22016,17317,89295,42629,46666,17317,7523,9794
0500000US18035,"Delaware County, Indiana",115603,56422,59181,5917,5178,6016,10417,17394,12736,11217,13798,6562,7280,10942,5732,2414,35.4,94428,84040,23645,19088,94428,45346,49082,19088,8366,10722
0500000US18039,"Elkhart County, Indiana",203781,100665,103116,15459,15148,16195,14687,12394,25530,26678,24757,12498,12025,16185,7326,4899,36.2,147283,139562,34626,28410,147283,72092,75191,28410,12369,16041
0500000US18043,"Floyd County, Indiana",76990,37782,39208,4398,4777,4916,4972,5104,9641,9353,10849,5893,5022,7238,3283,1544,40.4,59905,57075,14593,12065,59905,29271,30634,12065,5367,6698
0500000US18053,"Grant County, Indiana",66937,32352,34585,3563,4296,3725,5017,6148,6788,7001,8676,5045,4161,7172,3923,1422,39.9,53013,48883,14996,12517,53013,24859,28154,12517,5403,7114
0500000US18057,"Hamilton County, Indiana",316373,153095,163278,21762,23518,27142,22114,15523,38927,46968,48378,19092,16235,22376,9564,4774,36.9,228476,219206,44692,36714,228476,110082,118394,36714,16704,20010
0500000US18059,"Hancock County, Indiana",73717,36577,37140,4004,5247,4822,4351,5192,8491,9329,10984,4743,5100,6945,3317,1192,39.9,56315,54133,14670,11454,56315,27460,28855,11454,5173,6281
0500000US18063,"Hendricks County, Indiana",160610,79683,80927,10080,10424,12244,11433,9708,21314,21896,22833,11627,8411,12323,5684,2633,36.8,119628,114014,25326,20640,119628,59402,60226,20640,9209,11431
0500000US18067,"Howard County, Indiana",82568,40320,42248,4426,4592,6120,5316,4843,9748,8961,11586,5972,5225,9195,3812,2772,41.4,63755,60704,18974,15779,63755,30511,33244,15779,6725,9054
0500000US18081,"Johnson County, Indiana",151982,73792,78190,10376,12929,8811,10239,9527,19446,20915,20283,8791,8987,12875,7173,1630,37.5,113379,107694,26676,21678,113379,55099,58280,21678,9311,12367
0500000US18085,"Kosciusko County, Indiana",79092,39019,40073,5068,5130,5617,5256,5138,10222,8873,10399,5517,5254,7257,3765,1596,38.7,59933,56790,16150,12618,59933,29448,30485,12618,5630,6988
0500000US18089,"Lake County, Indiana",485846,234662,251184,30066,33642,31348,33168,31176,59855,61557,62987,36781,30368,42815,22190,9893,38.6,369272,351898,92419,74898,369272,175313,193959,74898,31982,42916
0500000US18091,"LaPorte County, Indiana",110015,57378,52637,6317,6341,7639,6118,6986,13822,14283,14789,8427,7088,10874,5767,1564,40.8,86042,82620,22854,18205,86042,44412,41630,18205,7974,10231
0500000US18095,"Madison County, Indiana",129296,63677,65619,7314,7437,8401,8924,7372,16720,15154,18165,8060,8863,13215,6985,2686,40.4,100978,95846,28275,22886,100978,48903,52075,22886,9867,13019
0500000US18097,"Marion County, Indiana",941229,453482,487747,70050,67486,60817,58035,67266,157064,119872,116438,60510,52955,65037,32165,13534,34.3,706516,671901,145356,110736,706516,333394,373122,110736,45834,64902
0500000US18105,"Monroe County, Indiana",145496,72895,72601,6369,6125,6304,16614,28055,21250,14039,13715,7468,8308,9768,5339,2142,28.5,122620,102925,22257,17249,122620,60719,61901,17249,7545,9704
0500000US18109,"Morgan County, Indiana",69698,34325,35373,3633,4115,4727,4658,4238,7529,8188,10874,5277,5359,6857,3045,1198,42.3,54211,51927,13740,11100,54211,26400,27811,11100,5137,5963
0500000US18127,"Porter County, Indiana",167791,82455,85336,9067,11112,10388,11765,11379,19943,22057,22413,10897,12330,16132,7576,2732,39.1,130019,122872,33618,26440,130019,63232,66787,26440,11823,14617
0500000US18141,"St. Joseph County, Indiana",269141,130979,138162,17574,16466,19356,21001,20693,33740,32948,32726,16334,18519,22546,10026,7212,36.5,204804,188429,51302,39784,204804,97805,106999,39784,17223,22561
0500000US18157,"Tippecanoe County, Indiana",188059,96352,91707,11947,12224,9377,17874,33314,25975,19663,18974,9837,8834,11611,5534,2895,28.2,148942,129856,25217,20040,148942,75845,73097,20040,8553,11487
0500000US18163,"Vanderburgh County, Indiana",181721,88429,93292,10800,11127,11195,12125,12743,26306,20607,22615,12682,12631,15964,8330,4596,37.7,142045,133941,36122,28890,142045,67428,74617,28890,12144,16746
0500000US18167,"Vigo County, Indiana",107931,54647,53284,6202,7135,5545,7863,11980,14092,12676,12503,6583,6403,9970,4811,2168,35.7,85514,78272,20778,16949,85514,43049,42465,16949,7303,9646
0500000US18177,"Wayne County, Indiana",66568,31948,34620,3890,4561,3526,4439,4202,7941,7539,8652,4719,4508,6913,3826,1852,40.4,51974,49504,15586,12591,51974,24717,27257,12591,5153,7438
0500000US19013,"Black Hawk County, Iowa",132904,66262,66642,8317,9200,6856,9143,15668,16834,14500,14677,8798,8201,11199,5801,3710,35.2,104450,95828,25880,20710,104450,50873,53577,20710,9282,11428
0500000US19049,"Dallas County, Iowa",84516,41755,42761,6558,7559,6333,4741,4434,12421,13100,11063,4104,4341,5670,3020,1172,35.2,60744,58489,12572,9862,60744,29676,31068,9862,4315,5547
0500000US19061,"Dubuque County, Iowa",97003,47974,49029,6185,6215,5953,7440,6195,12406,10582,12250,6788,6485,8815,5333,2356,38,74834,69704,20309,16504,74834,36515,38319,16504,7275,9229
0500000US19103,"Johnson County, Iowa",146547,72310,74237,8634,8007,8367,14327,20374,24800,17273,14667,8730,6100,9190,3521,2557,30,117034,102661,19750,15268,117034,57329,59705,15268,6727,8541
0500000US19113,"Linn County, Iowa",221661,109457,112204,14463,14673,14335,14223,14455,30656,28342,29242,14545,13691,18423,9845,4768,37.6,169283,161753,40507,33036,169283,82911,86372,33036,14614,18422
0500000US19153,"Polk County, Iowa",474045,233139,240906,34791,33646,32065,31186,29317,73770,64040,61029,27365,28671,34611,15954,7600,35.3,354799,336188,74600,58165,354799,172797,182002,58165,25266,32899
0500000US19155,"Pottawattamie County, Iowa",93582,46344,47238,5569,5938,6645,6234,6504,10930,10841,12448,7243,5795,8886,4327,2222,39.1,71847,68211,18979,15435,71847,35345,36502,15435,6820,8615
0500000US19163,"Scott County, Iowa",172474,84922,87552,11077,11647,12223,10996,10074,22793,22697,21743,11787,11092,15216,7749,3380,37.9,131007,124536,33496,26345,131007,63525,67482,26345,11808,14537
0500000US19169,"Story County, Iowa",97090,49721,47369,4414,3919,4347,12756,20006,13347,8819,9395,5146,3815,6109,3194,1823,26.9,81542,63917,13322,11126,81542,41568,39974,11126,4989,6137
0500000US19193,"Woodbury County, Iowa",102779,51248,51531,7630,7008,7912,7398,7456,13844,12292,11951,6155,5933,8888,4790,1522,35.1,75581,71020,19441,15200,75581,36788,38793,15200,6481,8719
0500000US20015,"Butler County, Kansas",67025,33810,33215,3982,4357,5218,5255,4125,7864,8517,8903,5208,3933,5404,2869,1390,38.4,50066,47191,11900,9663,50066,25268,24798,9663,4362,5301
0500000US20045,"Douglas County, Kansas",119440,59518,59922,6633,5689,5735,14354,17848,17889,13248,12339,6218,6113,8246,3517,1611,30,97536,80886,17605,13374,97536,48224,49312,13374,6033,7341
0500000US20091,"Johnson County, Kansas",584451,286329,298122,37543,41285,41348,37900,33414,79101,81016,79955,37915,34986,47597,21215,11176,37.6,439347,421201,100966,79988,439347,212176,227171,79988,34972,45016
0500000US20103,"Leavenworth County, Kansas",80204,43829,36375,4948,5316,5557,4859,5616,11064,12248,9973,6153,3779,6374,3531,786,36.7,61146,58642,12590,10691,61146,32880,28266,10691,4673,6018
0500000US20161,"Riley County, Kansas",73343,39642,33701,4804,3644,2079,7590,18256,13153,6353,5912,2762,2619,3440,1874,857,25.2,61362,50069,7876,6171,61362,32853,28509,6171,2755,3416
0500000US20173,"Sedgwick County, Kansas",511995,253144,258851,37131,39880,34840,34092,35947,73045,61894,61510,33879,30598,40658,18542,9979,35.1,378317,357234,88667,69179,378317,185051,193266,69179,30871,38308
